sku,date,actual,pred_p50,pred_aq,pred_log,pred_combo,acc_p50,acc_aq,acc_log,acc_combo,cv,chosen_q,is_promo
H0060,2025-10-07,149,157.8,157.8,155.8,157.0,94.1,94.1,95.5,94.6,0.81,0.5,0
H0060,2025-10-08,175,200.9,200.9,250.1,220.6,85.2,85.2,57.1,74.0,0.81,0.5,0
H0060,2025-10-09,51,65.0,65.0,62.4,64.0,72.5,72.5,77.7,74.6,0.81,0.5,0
H0060,2025-10-10,37,57.4,57.4,55.4,56.6,44.8,44.8,50.2,47.0,0.81,0.5,0
H0060,2025-10-11,53,57.4,57.4,56.3,57.0,91.7,91.7,93.8,92.5,0.81,0.5,0
H0060,2025-10-12,43,51.1,51.1,49.2,50.3,81.2,81.2,85.7,83.0,0.81,0.5,0
H0060,2025-10-13,73,50.9,50.9,47.6,49.6,69.7,69.7,65.3,67.9,0.81,0.5,0
H0060,2025-10-14,65,53.9,53.9,51.1,52.8,83.0,83.0,78.6,81.2,0.81,0.5,0
H0060,2025-10-15,73,55.3,55.3,51.2,53.7,75.8,75.8,70.1,73.5,0.81,0.5,0
H0060,2025-10-16,78,60.5,60.5,57.3,59.2,77.6,77.6,73.4,75.9,0.81,0.5,0
H0060,2025-10-17,61,56.9,56.9,55.1,56.2,93.3,93.3,90.3,92.1,0.81,0.5,0
H0060,2025-10-18,70,59.9,59.9,57.7,59.0,85.5,85.5,82.5,84.3,0.81,0.5,0
H0060,2025-10-19,94,68.5,68.5,65.5,67.3,72.9,72.9,69.7,71.6,0.81,0.5,0
H0060,2025-10-20,61,46.8,46.8,44.5,45.9,76.7,76.7,72.9,75.2,0.81,0.5,0
H0060,2025-10-21,68,56.6,56.6,55.3,56.1,83.3,83.3,81.3,82.5,0.81,0.5,0
H0060,2025-10-22,59,47.4,47.4,45.4,46.6,80.4,80.4,77.0,79.0,0.81,0.5,0
H0060,2025-10-23,69,66.5,66.5,65.5,66.1,96.4,96.4,95.0,95.8,0.81,0.5,0
H0060,2025-10-24,90,58.4,58.4,56.4,57.6,64.9,64.9,62.6,64.0,0.81,0.5,0
H0060,2025-10-25,88,70.6,70.6,68.3,69.7,80.2,80.2,77.6,79.2,0.81,0.5,0
H0060,2025-10-26,85,82.8,82.8,80.7,82.0,97.5,97.5,94.9,96.4,0.81,0.5,0
H0060,2025-10-27,52,52.4,52.4,51.2,51.9,99.3,99.3,98.4,99.8,0.81,0.5,0
H0060,2025-10-28,43,40.6,40.6,39.8,40.3,94.4,94.4,92.7,93.7,0.81,0.5,0
H0060,2025-10-29,53,48.6,48.6,48.8,48.7,91.7,91.7,92.2,91.9,0.81,0.5,0
H0060,2025-10-30,34,59.2,59.2,59.7,59.4,25.7,25.7,24.5,25.3,0.81,0.5,0
H0060,2025-10-31,47,43.1,43.1,43.3,43.2,91.6,91.6,92.2,91.9,0.81,0.5,0
H0060,2025-11-01,61,61.4,61.4,61.0,61.3,99.3,99.3,100.0,99.6,0.81,0.5,0
H0060,2025-11-02,91,70.3,70.3,70.8,70.5,77.3,77.3,77.8,77.5,0.81,0.5,0
H0060,2025-11-03,70,58.0,58.0,56.7,57.5,82.8,82.8,81.1,82.1,0.81,0.5,0
H0060,2025-11-04,51,60.2,60.2,60.6,60.3,82.0,82.0,81.2,81.7,0.81,0.5,0
H0060,2025-11-05,55,46.9,46.9,47.3,47.1,85.3,85.3,86.0,85.6,0.81,0.5,0
H0060,2025-11-06,62,43.4,43.4,43.4,43.4,70.0,70.0,69.9,70.0,0.81,0.5,0
H0060,2025-11-07,51,40.5,40.5,39.5,40.1,79.4,79.4,77.4,78.6,0.81,0.5,0
H0060,2025-11-08,67,79.7,79.7,79.1,79.5,81.1,81.1,81.9,81.4,0.81,0.5,0
H0060,2025-11-09,81,88.5,88.5,85.6,87.3,90.8,90.8,94.3,92.2,0.81,0.5,0
H0060,2025-11-10,57,75.5,75.5,74.0,74.9,67.5,67.5,70.2,68.6,0.81,0.5,0
H0060,2025-11-11,77,77.2,77.2,79.3,78.1,99.7,99.7,97.0,98.6,0.81,0.5,0
H0060,2025-11-12,48,55.0,55.0,55.9,55.4,85.3,85.3,83.6,84.6,0.81,0.5,0
H0060,2025-11-13,58,52.9,52.9,54.1,53.4,91.2,91.2,93.3,92.1,0.81,0.5,0
H0060,2025-11-14,60,48.4,48.4,50.0,49.0,80.6,80.6,83.4,81.7,0.81,0.5,0
H0060,2025-11-15,76,66.6,66.6,68.7,67.5,87.7,87.7,90.4,88.8,0.81,0.5,0
H0060,2025-11-16,79,89.2,89.2,89.7,89.4,87.1,87.1,86.5,86.9,0.81,0.5,0
H0060,2025-11-17,65,74.7,74.7,76.9,75.6,85.1,85.1,81.8,83.7,0.81,0.5,0
H0060,2025-11-18,71,79.6,79.6,84.3,81.5,87.9,87.9,81.3,85.3,0.81,0.5,0
H0060,2025-11-19,66,80.5,80.5,86.2,82.8,78.1,78.1,69.3,74.6,0.81,0.5,0
H0060,2025-11-20,156,133.7,133.7,152.4,141.1,85.7,85.7,97.7,90.5,0.81,0.5,0
H0060,2025-11-21,141,131.2,131.2,148.6,138.2,93.1,93.1,94.6,98.0,0.81,0.5,0
H0060,2025-11-22,147,172.2,172.2,199.4,183.1,82.9,82.9,64.4,75.5,0.81,0.5,1
H0060,2025-11-23,173,194.5,194.5,241.3,213.2,87.6,87.6,60.5,76.8,0.81,0.5,1
H0060,2025-11-24,163,147.1,147.1,165.6,154.5,90.3,90.3,98.4,94.8,0.81,0.5,1
H0060,2025-11-25,152,123.6,123.6,130.2,126.2,81.3,81.3,85.6,83.0,0.81,0.5,1
H0060,2025-11-26,134,122.7,122.7,130.5,125.8,91.5,91.5,97.4,93.9,0.81,0.5,1
H0060,2025-11-27,133,118.3,118.3,120.1,119.0,89.0,89.0,90.3,89.5,0.81,0.5,1
H0060,2025-11-28,316,316.3,316.3,415.6,356.0,99.9,99.9,68.5,87.3,0.81,0.5,2
H0060,2025-11-29,241,240.0,240.0,255.8,246.4,99.6,99.6,93.9,97.8,0.81,0.5,1
H0062,2025-10-01,35,51.8,48.8,46.0,47.4,51.9,60.4,68.7,64.6,1.26,0.4,0
H0062,2025-10-02,45,53.1,50.2,48.5,49.4,82.1,88.3,92.2,90.3,1.26,0.4,0
H0062,2025-10-03,40,51.4,48.5,48.3,48.4,71.4,78.6,79.3,79.0,1.26,0.4,0
H0062,2025-10-04,51,53.0,49.6,49.3,49.5,96.1,97.3,96.7,97.0,1.26,0.4,0
H0062,2025-10-05,56,71.5,66.6,61.8,64.2,72.4,81.2,89.6,85.4,1.26,0.4,0
H0062,2025-10-06,52,70.4,65.0,57.0,61.0,64.6,75.1,90.3,82.7,1.26,0.4,0
H0062,2025-10-07,332,348.8,328.0,414.9,371.5,95.0,98.8,75.0,88.1,1.26,0.4,0
H0062,2025-10-08,452,517.3,488.0,1919.4,1203.7,85.6,92.0,0.0,0.0,1.26,0.4,0
H0062,2025-10-09,65,60.4,56.3,51.8,54.0,92.9,86.6,79.7,83.1,1.26,0.4,0
H0062,2025-10-10,62,54.3,51.2,46.6,48.9,87.6,82.6,75.2,78.9,1.26,0.4,0
H0062,2025-10-11,89,62.3,59.0,58.3,58.6,70.0,66.3,65.5,65.9,1.26,0.4,0
H0062,2025-10-12,62,67.2,63.5,59.7,61.6,91.7,97.6,96.4,99.4,1.26,0.4,0
H0062,2025-10-13,72,65.3,62.3,56.6,59.4,90.7,86.6,78.5,82.6,1.26,0.4,0
H0062,2025-10-14,57,56.7,53.4,51.2,52.3,99.5,93.7,89.9,91.8,1.26,0.4,0
H0062,2025-10-15,71,60.2,56.5,58.2,57.3,84.7,79.5,82.0,80.8,1.26,0.4,0
H0062,2025-10-16,36,49.5,46.4,44.6,45.5,62.5,71.0,76.2,73.6,1.26,0.4,0
H0062,2025-10-17,49,55.7,52.0,51.6,51.8,86.4,93.8,94.7,94.2,1.26,0.4,0
H0062,2025-10-18,59,66.0,61.8,61.4,61.6,88.2,95.2,96.0,95.6,1.26,0.4,0
H0062,2025-10-19,52,67.8,63.5,61.9,62.7,69.7,77.9,81.0,79.5,1.26,0.4,0
H0062,2025-10-20,56,59.4,55.6,56.7,56.1,94.0,99.3,98.8,99.8,1.26,0.4,0
H0062,2025-10-21,70,56.7,53.0,54.1,53.6,81.0,75.7,77.3,76.5,1.26,0.4,0
H0062,2025-10-22,46,55.4,51.7,54.9,53.3,79.6,87.5,80.7,84.1,1.26,0.4,0
H0062,2025-10-23,56,55.3,51.7,53.0,52.3,98.7,92.3,94.7,93.5,1.26,0.4,0
H0062,2025-10-24,52,61.6,57.6,56.4,57.0,81.5,89.2,91.5,90.3,1.26,0.4,0
H0062,2025-10-25,60,78.0,73.1,71.3,72.2,70.0,78.2,81.2,79.7,1.26,0.4,0
H0062,2025-10-26,76,98.7,93.0,83.9,88.4,70.1,77.7,89.6,83.6,1.26,0.4,0
H0062,2025-10-27,51,54.0,50.2,52.4,51.3,94.2,98.4,97.2,99.4,1.26,0.4,0
H0062,2025-10-28,43,49.1,45.5,48.8,47.2,85.8,94.1,86.5,90.3,1.26,0.4,0
H0062,2025-10-29,61,55.8,52.1,53.4,52.8,91.4,85.4,87.6,86.5,1.26,0.4,0
H0062,2025-10-30,64,56.8,53.0,54.4,53.7,88.7,82.8,85.0,83.9,1.26,0.4,0
H0062,2025-10-31,64,56.8,53.0,55.3,54.2,88.8,82.9,86.4,84.7,1.26,0.4,0
H0062,2025-11-01,106,78.6,73.7,72.7,73.2,74.2,69.5,68.6,69.1,1.26,0.4,0
H0062,2025-11-02,135,101.3,95.3,90.4,92.9,75.0,70.6,67.0,68.8,1.26,0.4,0
H0062,2025-11-03,125,72.2,67.2,67.8,67.5,57.8,53.8,54.3,54.0,1.26,0.4,0
H0062,2025-11-04,102,73.0,67.9,68.6,68.3,71.6,66.6,67.2,66.9,1.26,0.4,0
H0062,2025-11-05,108,69.8,65.2,67.5,66.3,64.6,60.4,62.5,61.4,1.26,0.4,0
H0062,2025-11-06,103,69.0,64.1,66.6,65.4,66.9,62.3,64.7,63.5,1.26,0.4,0
H0062,2025-11-07,112,81.5,76.1,75.9,76.0,72.7,67.9,67.8,67.9,1.26,0.4,0
H0062,2025-11-08,148,111.4,104.6,101.8,103.2,75.3,70.6,68.8,69.7,1.26,0.4,0
H0062,2025-11-09,210,137.8,130.2,119.5,124.8,65.6,62.0,56.9,59.4,1.26,0.4,0
H0062,2025-11-10,137,118.6,111.6,103.5,107.5,86.6,81.4,75.5,78.5,1.26,0.4,0
H0062,2025-11-11,156,109.6,103.1,97.7,100.4,70.2,66.1,62.6,64.3,1.26,0.4,0
H0062,2025-11-12,105,95.9,89.8,93.4,91.6,91.4,85.6,88.9,87.2,1.26,0.4,0
H0062,2025-11-13,114,106.2,99.9,97.6,98.7,93.1,87.6,85.6,86.6,1.26,0.4,0
H0062,2025-11-14,136,101.8,95.6,97.4,96.5,74.9,70.3,71.6,70.9,1.26,0.4,0
H0062,2025-11-15,210,156.7,148.2,147.7,147.9,74.6,70.5,70.3,70.4,1.26,0.4,0
H0062,2025-11-16,202,169.9,159.9,160.4,160.2,84.1,79.2,79.4,79.3,1.26,0.4,0
H0062,2025-11-17,159,135.1,126.9,121.7,124.3,84.9,79.8,76.5,78.2,1.26,0.4,0
H0062,2025-11-18,152,122.9,115.6,122.6,119.1,80.9,76.1,80.7,78.4,1.26,0.4,0
H0062,2025-11-19,149,130.1,121.4,127.0,124.2,87.3,81.5,85.3,83.4,1.26,0.4,0
H0062,2025-11-20,367,255.6,242.3,243.7,243.0,69.6,66.0,66.4,66.2,1.26,0.4,0
H0062,2025-11-21,306,260.4,245.8,234.1,240.0,85.1,80.3,76.5,78.4,1.26,0.4,0
H0062,2025-11-22,394,356.9,340.8,380.1,360.5,90.6,86.5,96.5,91.5,1.26,0.4,1
H0062,2025-11-23,456,416.2,401.0,459.4,430.2,91.3,87.9,99.3,94.3,1.26,0.4,1
H0062,2025-11-24,323,318.8,302.3,310.0,306.2,98.7,93.6,96.0,94.8,1.26,0.4,1
H0062,2025-11-25,352,288.6,272.7,267.5,270.1,82.0,77.5,76.0,76.7,1.26,0.4,1
H0062,2025-11-26,303,303.0,289.0,301.8,295.4,100.0,95.4,99.6,97.5,1.26,0.4,1
H0062,2025-11-27,338,330.8,314.8,319.4,317.1,97.9,93.1,94.5,93.8,1.26,0.4,1
H0062,2025-11-28,916,642.6,617.6,901.2,759.4,70.1,67.4,98.4,82.9,1.26,0.4,2
H0062,2025-11-29,651,500.7,477.2,552.7,515.0,76.9,73.3,84.9,79.1,1.26,0.4,1
H0063,2025-10-01,21,18.1,18.1,18.2,18.1,86.1,86.1,86.8,86.3,0.54,0.5,0
H0063,2025-10-02,14,17.3,17.3,16.7,17.1,76.7,76.7,80.6,77.9,0.54,0.5,0
H0063,2025-10-03,15,16.2,16.2,15.4,16.0,92.0,92.0,97.1,93.5,0.54,0.5,0
H0063,2025-10-04,13,15.7,15.7,14.6,15.3,79.5,79.5,88.0,82.0,0.54,0.5,0
H0063,2025-10-05,12,17.6,17.6,16.5,17.3,53.0,53.0,62.8,55.9,0.54,0.5,0
H0063,2025-10-06,9,18.7,18.7,17.6,18.4,0.0,0.0,4.0,0.0,0.54,0.5,0
H0063,2025-10-07,36,35.1,35.1,28.4,33.1,97.4,97.4,78.8,91.8,0.54,0.5,0
H0063,2025-10-08,65,38.7,38.7,31.2,36.5,59.6,59.6,48.0,56.1,0.54,0.5,0
H0063,2025-10-09,24,23.6,23.6,21.5,22.9,98.2,98.2,89.4,95.6,0.54,0.5,0
H0063,2025-10-10,21,21.1,21.1,18.9,20.4,99.6,99.6,90.2,97.4,0.54,0.5,0
H0063,2025-10-11,17,20.0,20.0,18.3,19.5,82.5,82.5,92.5,85.5,0.54,0.5,0
H0063,2025-10-12,17,22.2,22.2,20.7,21.8,69.3,69.3,78.2,71.9,0.54,0.5,0
H0063,2025-10-13,29,21.8,21.8,20.7,21.5,75.2,75.2,71.4,74.1,0.54,0.5,0
H0063,2025-10-14,23,22.5,22.5,21.6,22.2,97.7,97.7,93.9,96.6,0.54,0.5,0
H0063,2025-10-15,17,21.7,21.7,20.6,21.4,72.1,72.1,79.1,74.2,0.54,0.5,0
H0063,2025-10-16,25,20.9,20.9,18.8,20.3,83.6,83.6,75.1,81.0,0.54,0.5,0
H0063,2025-10-17,28,19.5,19.5,18.8,19.3,69.7,69.7,67.1,68.9,0.54,0.5,0
H0063,2025-10-18,22,17.4,17.4,16.2,17.0,78.9,78.9,73.5,77.3,0.54,0.5,0
H0063,2025-10-19,25,20.8,20.8,19.6,20.4,83.2,83.2,78.3,81.7,0.54,0.5,0
H0063,2025-10-20,18,18.9,18.9,18.1,18.7,94.8,94.8,99.4,96.2,0.54,0.5,0
H0063,2025-10-21,10,21.5,21.5,19.9,21.0,0.0,0.0,0.9,0.0,0.54,0.5,0
H0063,2025-10-22,12,21.2,21.2,19.6,20.7,23.3,23.3,36.7,27.3,0.54,0.5,0
H0063,2025-10-23,16,19.5,19.5,18.2,19.1,78.1,78.1,86.5,80.6,0.54,0.5,0
H0063,2025-10-24,71,19.5,19.5,17.7,19.0,27.5,27.5,24.9,26.8,0.54,0.5,0
H0063,2025-10-25,12,19.8,19.8,17.3,19.0,35.3,35.3,55.8,41.5,0.54,0.5,0
H0063,2025-10-26,24,25.0,25.0,22.9,24.3,96.0,96.0,95.4,98.6,0.54,0.5,0
H0063,2025-10-27,21,26.7,26.7,23.7,25.8,72.8,72.8,87.2,77.1,0.54,0.5,0
H0063,2025-10-28,33,25.0,25.0,22.4,24.2,75.8,75.8,67.8,73.4,0.54,0.5,0
H0063,2025-10-29,24,22.5,22.5,20.4,21.8,93.6,93.6,84.9,91.0,0.54,0.5,0
H0063,2025-10-30,21,21.5,21.5,19.8,21.0,97.7,97.7,94.5,100.0,0.54,0.5,0
H0063,2025-10-31,22,19.8,19.8,17.9,19.2,89.9,89.9,81.5,87.4,0.54,0.5,0
H0063,2025-11-01,20,21.5,21.5,19.9,21.0,92.6,92.6,99.4,95.0,0.54,0.5,0
H0063,2025-11-02,15,22.6,22.6,20.6,22.0,49.6,49.6,62.7,53.5,0.54,0.5,0
H0063,2025-11-03,25,22.6,22.6,20.4,21.9,90.2,90.2,81.8,87.7,0.54,0.5,0
H0063,2025-11-04,27,25.8,25.8,23.8,25.2,95.6,95.6,88.1,93.4,0.54,0.5,0
H0063,2025-11-05,21,24.7,24.7,22.9,24.2,82.1,82.1,91.0,84.8,0.54,0.5,0
H0063,2025-11-06,17,27.6,27.6,25.4,26.9,37.9,37.9,50.4,41.7,0.54,0.5,0
H0063,2025-11-07,25,27.0,27.0,24.3,26.2,92.0,92.0,97.2,95.3,0.54,0.5,0
H0063,2025-11-08,28,23.7,23.7,21.5,23.0,84.6,84.6,76.7,82.2,0.54,0.5,0
H0063,2025-11-09,22,25.9,25.9,23.4,25.2,82.2,82.2,93.7,85.6,0.54,0.5,0
H0063,2025-11-10,29,29.1,29.1,25.8,28.1,99.8,99.8,88.8,96.8,0.54,0.5,0
H0063,2025-11-11,35,29.4,29.4,26.3,28.5,84.1,84.1,75.1,81.4,0.54,0.5,0
H0063,2025-11-12,21,24.2,24.2,21.7,23.4,84.8,84.8,96.6,88.3,0.54,0.5,0
H0063,2025-11-13,20,25.9,25.9,22.9,25.0,70.6,70.6,85.5,75.1,0.54,0.5,0
H0063,2025-11-14,14,24.6,24.6,21.1,23.6,24.0,24.0,49.0,31.5,0.54,0.5,0
H0063,2025-11-15,31,24.8,24.8,21.3,23.7,79.9,79.9,68.8,76.6,0.54,0.5,0
H0063,2025-11-16,19,28.1,28.1,24.8,27.1,52.0,52.0,69.6,57.3,0.54,0.5,0
H0063,2025-11-17,24,29.9,29.9,26.6,29.0,75.2,75.2,89.0,79.4,0.54,0.5,0
H0063,2025-11-18,23,28.1,28.1,24.7,27.1,77.9,77.9,92.7,82.3,0.54,0.5,0
H0063,2025-11-19,32,28.5,28.5,24.8,27.4,89.1,89.1,77.6,85.6,0.54,0.5,0
H0063,2025-11-20,37,30.9,30.9,26.6,29.6,83.6,83.6,71.8,80.0,0.54,0.5,0
H0063,2025-11-21,35,32.7,32.7,26.1,30.7,93.5,93.5,74.6,87.8,0.54,0.5,0
H0063,2025-11-22,26,33.7,33.7,26.2,31.5,70.3,70.3,99.2,79.0,0.54,0.5,1
H0063,2025-11-23,26,37.0,37.0,27.5,34.2,57.5,57.5,94.3,68.6,0.54,0.5,1
H0063,2025-11-24,42,35.5,35.5,26.8,32.9,84.6,84.6,63.8,78.3,0.54,0.5,1
H0063,2025-11-25,39,34.7,34.7,27.3,32.5,88.9,88.9,70.1,83.3,0.54,0.5,1
H0063,2025-11-26,22,36.6,36.6,26.8,33.6,33.7,33.7,78.3,47.1,0.54,0.5,1
H0063,2025-11-27,24,37.7,37.7,26.1,34.2,43.0,43.0,91.4,57.5,0.54,0.5,1
H0063,2025-11-28,52,42.6,42.6,26.3,37.7,81.9,81.9,50.5,72.5,0.54,0.5,2
H0063,2025-11-29,42,39.1,39.1,22.0,34.0,93.2,93.2,52.4,80.9,0.54,0.5,1
H0065,2025-10-01,77,82.4,82.4,86.1,83.9,93.0,93.0,88.2,91.1,0.79,0.5,0
H0065,2025-10-02,64,60.0,60.0,58.2,59.3,93.8,93.8,91.0,92.7,0.79,0.5,0
H0065,2025-10-03,81,71.1,71.1,72.7,71.7,87.7,87.7,89.7,88.5,0.79,0.5,0
H0065,2025-10-04,101,77.4,77.4,78.7,77.9,76.6,76.6,78.0,77.2,0.79,0.5,0
H0065,2025-10-05,92,63.5,63.5,60.6,62.4,69.0,69.0,65.9,67.8,0.79,0.5,0
H0065,2025-10-06,68,61.7,61.7,60.3,61.2,90.7,90.7,88.7,89.9,0.79,0.5,0
H0065,2025-10-07,433,276.7,276.7,610.6,410.3,63.9,63.9,59.0,94.8,0.79,0.5,0
H0065,2025-10-08,477,311.6,311.6,866.9,533.7,65.3,65.3,18.3,88.1,0.79,0.5,0
H0065,2025-10-09,67,62.0,62.0,62.0,62.0,92.5,92.5,92.5,92.5,0.79,0.5,0
H0065,2025-10-10,99,55.4,55.4,51.1,53.7,55.9,55.9,51.6,54.2,0.79,0.5,0
H0065,2025-10-11,101,63.9,63.9,61.9,63.1,63.2,63.2,61.3,62.5,0.79,0.5,0
H0065,2025-10-12,103,58.1,58.1,56.3,57.4,56.4,56.4,54.6,55.7,0.79,0.5,0
H0065,2025-10-13,77,58.2,58.2,59.5,58.7,75.5,75.5,77.3,76.2,0.79,0.5,0
H0065,2025-10-14,69,52.7,52.7,48.6,51.1,76.4,76.4,70.5,74.0,0.79,0.5,0
H0065,2025-10-15,85,56.0,56.0,51.7,54.3,65.9,65.9,60.9,63.9,0.79,0.5,0
H0065,2025-10-16,81,55.6,55.6,51.6,54.0,68.7,68.7,63.7,66.7,0.79,0.5,0
H0065,2025-10-17,79,61.0,61.0,64.3,62.3,77.2,77.2,81.3,78.8,0.79,0.5,0
H0065,2025-10-18,79,68.2,68.2,72.5,70.0,86.4,86.4,91.8,88.6,0.79,0.5,0
H0065,2025-10-19,113,219.3,219.3,337.8,266.7,5.9,5.9,0.0,0.0,0.79,0.5,0
H0065,2025-10-20,56,77.9,77.9,80.3,78.8,61.0,61.0,56.6,59.2,0.79,0.5,0
H0065,2025-10-21,72,56.6,56.6,58.1,57.2,78.7,78.7,80.7,79.5,0.79,0.5,0
H0065,2025-10-22,85,53.8,53.8,55.5,54.5,63.3,63.3,65.3,64.1,0.79,0.5,0
H0065,2025-10-23,100,71.6,71.6,78.2,74.2,71.6,71.6,78.2,74.2,0.79,0.5,0
H0065,2025-10-24,95,74.1,74.1,79.1,76.1,78.0,78.0,83.2,80.1,0.79,0.5,0
H0065,2025-10-25,104,78.6,78.6,83.2,80.4,75.6,75.6,80.0,77.3,0.79,0.5,0
H0065,2025-10-26,113,150.8,150.8,158.2,153.7,66.6,66.6,60.0,64.0,0.79,0.5,0
H0065,2025-10-27,85,80.9,80.9,83.0,81.8,95.2,95.2,97.7,96.2,0.79,0.5,0
H0065,2025-10-28,60,91.1,91.1,94.6,92.5,48.2,48.2,42.3,45.9,0.79,0.5,0
H0065,2025-10-29,63,58.4,58.4,62.3,60.0,92.8,92.8,98.8,95.2,0.79,0.5,0
H0065,2025-10-30,53,55.3,55.3,53.7,54.7,95.7,95.7,98.6,96.9,0.79,0.5,0
H0065,2025-10-31,69,57.1,57.1,56.0,56.6,82.7,82.7,81.2,82.1,0.79,0.5,0
H0065,2025-11-01,56,60.8,60.8,60.7,60.7,91.5,91.5,91.6,91.5,0.79,0.5,0
H0065,2025-11-02,77,89.2,89.2,84.8,87.4,84.2,84.2,89.9,86.5,0.79,0.5,0
H0065,2025-11-03,44,67.1,67.1,67.8,67.4,47.4,47.4,45.9,46.8,0.79,0.5,0
H0065,2025-11-04,79,74.7,74.7,75.1,74.9,94.5,94.5,95.1,94.7,0.79,0.5,0
H0065,2025-11-05,45,69.1,69.1,68.7,69.0,46.4,46.4,47.3,46.7,0.79,0.5,0
H0065,2025-11-06,85,59.4,59.4,61.2,60.1,69.8,69.8,72.0,70.7,0.79,0.5,0
H0065,2025-11-07,64,59.0,59.0,61.3,59.9,92.2,92.2,95.7,93.6,0.79,0.5,0
H0065,2025-11-08,69,74.1,74.1,73.1,73.7,92.6,92.6,94.0,93.1,0.79,0.5,0
H0065,2025-11-09,72,74.5,74.5,73.5,74.1,96.5,96.5,97.9,97.1,0.79,0.5,0
H0065,2025-11-10,61,83.1,83.1,83.1,83.1,63.8,63.8,63.7,63.8,0.79,0.5,0
H0065,2025-11-11,50,94.5,94.5,91.7,93.4,10.9,10.9,16.6,13.2,0.79,0.5,0
H0065,2025-11-12,49,64.2,64.2,63.1,63.8,69.0,69.0,71.3,69.9,0.79,0.5,0
H0065,2025-11-13,68,75.1,75.1,78.1,76.3,89.5,89.5,85.2,87.8,0.79,0.5,0
H0065,2025-11-14,77,78.2,78.2,79.1,78.6,98.4,98.4,97.2,97.9,0.79,0.5,0
H0065,2025-11-15,78,71.6,71.6,74.8,72.9,91.8,91.8,95.9,93.5,0.79,0.5,0
H0065,2025-11-16,64,89.4,89.4,89.9,89.6,60.4,60.4,59.6,60.1,0.79,0.5,0
H0065,2025-11-17,68,69.0,69.0,66.3,67.9,98.6,98.6,97.5,99.9,0.79,0.5,0
H0065,2025-11-18,80,76.8,76.8,79.6,77.9,96.0,96.0,99.5,97.4,0.79,0.5,0
H0065,2025-11-19,37,75.9,75.9,74.5,75.3,0.0,0.0,0.0,0.0,0.79,0.5,0
H0065,2025-11-20,312,316.5,316.5,828.8,521.4,98.6,98.6,0.0,32.9,0.79,0.5,0
H0065,2025-11-21,283,112.6,112.6,145.1,125.6,39.8,39.8,51.3,44.4,0.79,0.5,0
H0065,2025-11-22,243,127.4,127.4,176.2,146.9,52.4,52.4,72.5,60.5,0.79,0.5,1
H0065,2025-11-23,263,96.6,96.6,106.1,100.4,36.7,36.7,40.4,38.2,0.79,0.5,1
H0065,2025-11-24,236,102.4,102.4,115.1,107.5,43.4,43.4,48.8,45.5,0.79,0.5,1
H0065,2025-11-25,216,99.1,99.1,108.8,103.0,45.9,45.9,50.3,47.7,0.79,0.5,1
H0065,2025-11-26,227,140.1,140.1,197.3,163.0,61.7,61.7,86.9,71.8,0.79,0.5,1
H0065,2025-11-27,231,136.6,136.6,191.7,158.7,59.1,59.1,83.0,68.7,0.79,0.5,1
H0065,2025-11-28,586,634.6,634.6,8169.2,3648.4,91.7,91.7,0.0,0.0,0.79,0.5,2
H0065,2025-11-29,269,196.6,196.6,319.0,245.6,73.1,73.1,81.4,91.3,0.79,0.5,1
H0066,2025-10-01,87,95.1,95.1,94.7,94.9,90.7,90.7,91.1,90.9,0.8,0.5,0
H0066,2025-10-02,111,104.5,104.5,104.6,104.5,94.1,94.1,94.2,94.2,0.8,0.5,0
H0066,2025-10-03,129,105.3,105.3,106.8,105.9,81.6,81.6,82.8,82.1,0.8,0.5,0
H0066,2025-10-04,133,109.4,109.4,109.9,109.6,82.3,82.3,82.6,82.4,0.8,0.5,0
H0066,2025-10-05,156,128.0,128.0,122.0,125.6,82.0,82.0,78.2,80.5,0.8,0.5,0
H0066,2025-10-06,106,111.7,111.7,106.0,109.4,94.6,94.6,100.0,96.8,0.8,0.5,0
H0066,2025-10-07,305,103.7,103.7,100.2,102.3,34.0,34.0,32.9,33.5,0.8,0.5,0
H0066,2025-10-08,349,104.1,104.1,101.2,103.0,29.8,29.8,29.0,29.5,0.8,0.5,0
H0066,2025-10-09,156,103.2,103.2,98.7,101.4,66.1,66.1,63.2,65.0,0.8,0.5,0
H0066,2025-10-10,150,102.9,102.9,98.9,101.3,68.6,68.6,65.9,67.5,0.8,0.5,0
H0066,2025-10-11,144,102.9,102.9,96.6,100.4,71.5,71.5,67.1,69.7,0.8,0.5,0
H0066,2025-10-12,173,112.0,112.0,104.7,109.1,64.7,64.7,60.5,63.1,0.8,0.5,0
H0066,2025-10-13,74,100.4,100.4,95.2,98.3,64.3,64.3,71.4,67.1,0.8,0.5,0
H0066,2025-10-14,48,90.7,90.7,86.7,89.1,11.1,11.1,19.4,14.4,0.8,0.5,0
H0066,2025-10-15,62,87.3,87.3,83.6,85.8,59.3,59.3,65.1,61.6,0.8,0.5,0
H0066,2025-10-16,78,85.3,85.3,80.6,83.4,90.6,90.6,96.7,93.1,0.8,0.5,0
H0066,2025-10-17,84,86.2,86.2,80.0,83.7,97.3,97.3,95.2,99.7,0.8,0.5,0
H0066,2025-10-18,73,83.4,83.4,78.0,81.2,85.8,85.8,93.2,88.8,0.8,0.5,0
H0066,2025-10-19,92,86.1,86.1,81.5,84.3,93.6,93.6,88.6,91.6,0.8,0.5,0
